sim_id,cell_id,total_time,input_substrate_k,input_mpool,input_cpool,input_maxpoly,output__aflow,output__traction,output__rmc,output__module num,FILE
1012,7,21600.1,0.167948,136,119,319.121,58.7598,50.9628,7.3928,3.83871,
1012,8,21600,0.167948,136,119,319.121,57.7056,50.158,4.18254,3.58065,
1012,9,21600,0.167948,136,119,319.121,59.2815,41.0262,1.80237,3.09677,
101,2,21600,13.3159,8788,78,230.473,119.645,41.9522,4.25869,5.6129,
1013,0,21600,1.92742,360,120,106.23,100.845,84.8878,0.117703,14.9677,
1013,1,21600,1.92742,360,120,106.23,100.07,91.7708,0.264129,14.6774,
1013,2,21600,1.92742,360,120,106.23,103.297,81.3264,0.1723,14.0968,
1013,3,21600,1.92742,360,120,106.23,103.63,72.3054,0.0877549,13.6774,
1013,4,21600,1.92742,360,120,106.23,100.88,87.9415,0.244166,14.7419,
1013,5,21600,1.92742,360,120,106.23,103.689,75.2455,0.233553,15.2903,
1013,6,21600,1.92742,360,120,106.23,104.779,75.8712,0.18744,14.4839,
1013,7,21600,1.92742,360,120,106.23,104.553,73.7563,0.223454,14.8387,
1013,8,21600,1.92742,360,120,106.23,104.867,74.0344,0.200252,14.4516,
1013,9,21600,1.92742,360,120,106.23,101.656,86.2273,0.242705,15.2903,
101,3,21600,13.3159,8788,78,230.473,119.688,36.4333,3.258,5.51613,
1014,0,21600,3.82865,879,120,296.384,112.691,46.9498,3.5381,3.77419,
1014,1,21600,3.82865,879,120,296.384,113.798,47.3147,2.58704,4.54839,
1014,2,21600,3.82865,879,120,296.384,113.359,43.0348,10.7882,3.54839,
1014,3,21600,3.82865,879,120,296.384,113.733,43.244,4.398,4.35484,
1014,4,21600,3.82865,879,120,296.384,112.737,48.7918,2.2707,4.25806,
1014,5,21600,3.82865,879,120,296.384,114.277,38.4535,2.49602,2.87097,
1014,6,21600,3.82865,879,120,296.384,112.829,52.2652,3.65854,4.03226,
1014,7,21600,3.82865,879,120,296.384,114.96,38.1814,4.08874,4,
1014,8,21600,3.82865,879,120,296.384,114.578,42.5226,4.44007,4.54839,
1014,9,21600,3.82865,879,120,296.384,113.606,48.7008,3.37402,4.6129,
101,4,21600,13.3159,8788,78,230.473,119.593,40.3187,2.77447,4.25806,
1015,0,21600,0.56354,669,120,328.719,109.983,51.1195,1.13468,4.77419,
1015,1,21600,0.56354,669,120,328.719,109.531,47.6605,3.61241,4.58065,
1015,2,21600,0.56354,669,120,328.719,109.585,55.8927,2.73241,5.16129,
1015,3,21600.1,0.56354,669,120,328.719,110.348,45.1568,1.91894,4.16129,
1015,4,21600,0.56354,669,120,328.719,108.729,53.1211,4.38225,4.35484,
1015,5,21600,0.56354,669,120,328.719,111.625,42.8544,8.34771,4.03226,
1015,6,21600,0.56354,669,120,328.719,108.412,41.9375,2.11269,3.25806,
1015,7,21600,0.56354,669,120,328.719,109.07,50.7191,2.29325,4.6129,
1015,8,21600,0.56354,669,120,328.719,111.004,45.5858,3.61478,4.70968,
1015,9,21600,0.56354,669,120,328.719,110.304,51.6103,5.07797,4.93548,
101,5,21600,13.3159,8788,78,230.473,119.576,44.9356,2.28437,5.03226,
1016,0,21600.1,2.56438,1033,120,292.974,115.552,36.7972,2.6324,3.87097,
1016,1,21600.2,2.56438,1033,120,292.974,114.851,39.8381,3.11258,3.35484,
1016,2,21600,2.56438,1033,120,292.974,113.93,42.1658,1.52828,3.51613,
1016,3,21600,2.56438,1033,120,292.974,113.549,45.3424,4.06615,4.03226,
1016,4,21600,2.56438,1033,120,292.974,114.974,44.4691,7.28362,4.03226,
1016,5,21600,2.56438,1033,120,292.974,115.204,49.7529,6.01061,4.32258,
1016,6,21600,2.56438,1033,120,292.974,114.129,48.2237,1.82225,3.51613,
1016,7,21600,2.56438,1033,120,292.974,114.354,43.334,4.58206,3.51613,
1016,8,21600,2.56438,1033,120,292.974,114.321,46.3078,7.18272,3.93548,
1016,9,21600,2.56438,1033,120,292.974,114.929,39.6653,3.75037,4.48387,
101,6,21600,13.3159,8788,78,230.473,119.7,33.9031,1.78684,5.16129,
1017,0,21600,2.67424,146,120,137.324,63.5392,66.7385,0.36706,5.74194,
1017,1,21600,2.67424,146,120,137.324,60.746,69.0793,1.89849,5.32258,
1017,2,21600,2.67424,146,120,137.324,60.8736,70.6101,0.851722,5.54839,
1017,3,21600,2.67424,146,120,137.324,58.8359,70.7857,1.15265,6.12903,
1017,4,21600,2.67424,146,120,137.324,60.9439,60.5914,0.545653,5.19355,
1017,5,21600,2.67424,146,120,137.324,56.7072,70.0099,1.84188,5.67742,
1017,6,21600,2.67424,146,120,137.324,60.3118,69.793,1.13309,6.12903,
1017,7,21600,2.67424,146,120,137.324,58.149,61.2153,2.34475,5.35484,
1017,8,21600,2.67424,146,120,137.324,62.7418,72.0379,0.642525,6.54839,
1017,9,21600,2.67424,146,120,137.324,56.2201,61.6896,0.409996,5.16129,
101,7,21600,13.3159,8788,78,230.473,119.661,37.1946,2.73914,4.96774,
1018,0,21600,9.91169,107,120,111.564,27.7106,81.9593,0.067766,6.54839,
1018,1,21600,9.91169,107,120,111.564,24.5874,90.6819,0.166892,7.48387,
1018,2,21600,9.91169,107,120,111.564,21.8643,98.4801,0.143883,9.06452,
1018,3,21600,9.91169,107,120,111.564,28.3087,100.114,0.0398598,8.93548,
1018,4,21600,9.91169,107,120,111.564,24.216,85.9689,0.105809,7.3871,
1018,5,21600,9.91169,107,120,111.564,29.3571,97.3469,0.281578,8.67742,
1018,6,21600,9.91169,107,120,111.564,23.8139,86.2916,0.386966,6.03226,
1018,7,21600,9.91169,107,120,111.564,23.7655,83.3238,0.606757,6.77419,
1018,8,21600,9.91169,107,120,111.564,20.2932,82.0087,0.153104,6.87097,
1018,9,21600,9.91169,107,120,111.564,28.5961,97.7574,0.411097,8.90323,
101,8,21600,13.3159,8788,78,230.473,119.652,43.8247,0.799263,5.90323,
1019,0,21600,147.82,594,120,228.383,111.641,47.3836,0.826575,3.80645,
1019,1,21600,147.82,594,120,228.383,110.202,46.3315,0.797781,3.70968,
1019,2,21600,147.82,594,120,228.383,112.034,54.5196,1.16848,5.35484,
1019,3,21600,147.82,594,120,228.383,112.805,43.8943,0.289405,3.25806,
1019,4,21600,147.82,594,120,228.383,111.786,58.9411,2.66244,4.12903,
1019,5,21600.1,147.82,594,120,228.383,112.693,48.3993,4.07707,4.29032,
1019,6,21600.1,147.82,594,120,228.383,110.931,50.9657,1.23365,3.93548,
1019,7,21600,147.82,594,120,228.383,113.75,34.8735,1.74333,3.16129,
1019,8,21600.1,147.82,594,120,228.383,112.697,36.8929,2.09214,3.35484,
1019,9,21600,147.82,594,120,228.383,111.298,46.5223,3.95906,4.22581,
101,9,21600,13.3159,8788,78,230.473,119.626,40.353,1.70201,3.77419,
10,1,21600,0.598323,507,75,127.753,111.259,62.2857,0.110807,14.4194,
1020,0,21600,17.7606,9006,120,234.724,119.423,48.0805,3.93372,5.12903,
1020,1,21600.1,17.7606,9006,120,234.724,119.466,44.1943,1.52916,3.93548,
1020,2,21600,17.7606,9006,120,234.724,119.57,43.9696,0.77191,5.67742,
1020,3,21600.1,17.7606,9006,120,234.724,119.438,54.5658,1.76446,4.80645,
1020,4,21600,17.7606,9006,120,234.724,119.49,53.14,2.21366,5,
1020,5,21600,17.7606,9006,120,234.724,119.47,36.2423,0.964223,3.96774,
1020,6,21600.1,17.7606,9006,120,234.724,119.615,39.3277,5.2413,4.87097,
1020,7,21600.2,17.7606,9006,120,234.724,119.461,43.8438,1.17267,4.16129,
1020,8,21600,17.7606,9006,120,234.724,119.535,43.9179,0.575069,4.06452,
1020,9,21600,17.7606,9006,120,234.724,119.481,49.9047,1.33086,5.6129,
102,0,21600.1,105.429,577,78,158.592,114.967,44.5616,0.475017,7.3871,
1021,0,21600,0.40486,1541,120,265.07,115.105,66.0232,1.78756,6.35484,
1021,1,21600,0.40486,1541,120,265.07,115.455,66.4094,2.23644,7.03226,
1021,2,21600,0.40486,1541,120,265.07,115.037,69.3427,1.49081,7.25806,
1021,3,21600,0.40486,1541,120,265.07,114.842,72.9934,1.07916,7.32258,
1021,4,21600,0.40486,1541,120,265.07,115.461,61.0819,1.67849,6.70968,
1021,5,21600,0.40486,1541,120,265.07,115.328,61.8837,1.71778,6.41935,
1021,6,21600,0.40486,1541,120,265.07,115.443,64.447,1.29586,7.09677,
1021,7,21600,0.40486,1541,120,265.07,116.011,58.7927,0.481317,7.16129,
1021,8,21600,0.40486,1541,120,265.07,115.427,64.3626,2.20096,6.51613,
1021,9,21600,0.40486,1541,120,265.07,115.721,57.4472,1.89204,6.48387,
102,1,21600,105.429,577,78,158.592,114.872,40.9455,1.10932,7.09677,
1022,0,21600,0.836559,2082,120,125.034,116.951,90.4888,0.0388236,18.0645,
1022,1,21600,0.836559,2082,120,125.034,117.144,80.7214,0.129136,15.9677,
1022,2,21600,0.836559,2082,120,125.034,116.765,96.2003,0.104886,17.2581,
1022,3,21600,0.836559,2082,120,125.034,116.944,87.9891,0.0729889,17,
1022,4,21600,0.836559,2082,120,125.034,117.439,75.6408,0.135682,16.9355,
1022,5,21600,0.836559,2082,120,125.034,116.551,94.3587,0.141125,17.1613,
1022,6,21600,0.836559,2082,120,125.034,116.836,87.2435,0.110831,16.9677,
1022,7,21600,0.836559,2082,120,125.034,117.026,88.8713,0.0688671,17.7419,
1022,8,21600,0.836559,2082,120,125.034,116.902,86.1704,0.126883,16.9032,
1022,9,21600,0.836559,2082,120,125.034,117.203,82.2596,0.060999,17.7742,
102,2,21600,105.429,577,78,158.592,113.929,51.0183,1.43544,7.19355,
1023,0,21600,6.64832,3632,120,183.304,118.644,62.0911,0.934172,7.03226,
1023,1,21600,6.64832,3632,120,183.304,118.83,51.0938,1.59718,6.41935,
1023,2,21600,6.64832,3632,120,183.304,118.145,64.0088,0.52842,6.29032,
1023,3,21600,6.64832,3632,120,183.304,118.972,53.4829,0.90653,6.83871,
1023,4,21600,6.64832,3632,120,183.304,118.453,62.2813,1.52139,6.22581,
1023,5,21600,6.64832,3632,120,183.304,118.465,61.9008,0.490514,7.12903,
1023,6,21600,6.64832,3632,120,183.304,118.742,59.0515,1.02242,6.93548,
1023,7,21600,6.64832,3632,120,183.304,118.636,53.8018,1.43241,6.19355,
1023,8,21600,6.64832,3632,120,183.304,118.618,54.0076,0.794199,6.19355,
1023,9,21600,6.64832,3632,120,183.304,118.607,56.6307,1.3566,6.3871,
102,3,21600.1,105.429,577,78,158.592,114.559,50.4083,1.35215,7.25806,
1024,0,21600,51.997,130,120,134.081,61.6954,70.9097,3.33346,5.41935,
1024,1,21600,51.997,130,120,134.081,64.3649,52.2155,0.694696,2.90323,
1024,2,21600,51.997,130,120,134.081,54.3578,71.392,1.02536,5.96774,
1024,3,21600,51.997,130,120,134.081,63.1142,63.9982,0.596974,5.6129,
1024,4,21600,51.997,130,120,134.081,55.0682,71.8013,0.873995,5.74194,
1024,5,21600,51.997,130,120,134.081,62.4495,61.0533,2.21973,5.41935,
1024,6,21600.1,51.997,130,120,134.081,59.6703,72.7877,0.882792,6.12903,
1024,7,21600,51.997,130,120,134.081,63.458,61.9746,2.15472,5.45161,
1024,8,21600,51.997,130,120,134.081,60.0131,62.2933,1.0336,4.96774,
1024,9,21600,51.997,130,120,134.081,60.4062,62.2979,0.509289,5.03226,
102,4,21600,105.429,577,78,158.592,115.236,47.9461,2.72682,8.29032,
1025,0,21600,24.0335,516,120,344.839,109.809,40.3464,2.07851,3.12903,
1025,1,21600,24.0335,516,120,344.839,111.779,37.2953,2.22565,3.06452,
1025,2,21600,24.0335,516,120,344.839,111.273,46.5881,3.95738,3.48387,
1025,3,21600,24.0335,516,120,344.839,111.568,39.1235,1.81919,2.58065,
1025,4,21600,24.0335,516,120,344.839,111.172,38.7436,6.16337,2.67742,
1025,5,21600,24.0335,516,120,344.839,112.044,43.5999,3.10999,2.93548,
1025,6,21600.1,24.0335,516,120,344.839,111.839,39.4394,0.432579,3,
1025,7,21600.1,24.0335,516,120,344.839,110.319,36.8646,4.20722,3,
1025,8,21600.1,24.0335,516,120,344.839,109.123,37.8477,7.65994,3.06452,
1025,9,21600.1,24.0335,516,120,344.839,111.83,31.9178,1.9667,2.74194,
102,5,21600,105.429,577,78,158.592,114.01,49.4126,0.495148,7.29032,
1026,0,21600,0.245964,690,120,292.636,107.962,71.6723,0.973221,6.90323,
1026,1,21600,0.245964,690,120,292.636,108.385,70.945,2.33405,7.12903,
1026,2,21600,0.245964,690,120,292.636,109.646,58.2642,6.10735,6,
1026,3,21600,0.245964,690,120,292.636,108.846,62.5925,0.670513,6.35484,
1026,4,21600,0.245964,690,120,292.636,109.24,62.3771,1.90523,6.48387,
1026,5,21600,0.245964,690,120,292.636,108.467,68.0224,0.550561,6.58065,
1026,6,21600,0.245964,690,120,292.636,109.831,63.3972,1.81701,6.93548,
1026,7,21600,0.245964,690,120,292.636,108.441,69.5652,1.47597,6.74194,
1026,8,21600,0.245964,690,120,292.636,108.415,74.7162,1.98503,7.16129,
1026,9,21600,0.245964,690,120,292.636,107.271,67.8582,2.01103,5.90323,
102,6,21600,105.429,577,78,158.592,115.259,46.5259,1.01682,5.96774,
1027,0,21600.1,2.7696,313,120,279.972,99.9196,46.1351,2.40734,3.64516,
1027,1,21600,2.7696,313,120,279.972,100.012,46.3873,3.81283,4.09677,
1027,2,21600.1,2.7696,313,120,279.972,99.9887,46.2585,4.31275,3.74194,
1027,3,21600,2.7696,313,120,279.972,99.5546,45.1304,1.43848,4.09677,
1027,4,21600.1,2.7696,313,120,279.972,102.894,42.0243,2.41245,4.03226,
1027,5,21600,2.7696,313,120,279.972,103.677,37.325,8.52479,3.41935,
1027,6,21600,2.7696,313,120,279.972,104.309,34.6892,1.50831,2.93548,
1027,7,21600,2.7696,313,120,279.972,98.0754,48.3429,1.34064,3.87097,
1027,8,21600.2,2.7696,313,120,279.972,107.156,38.9801,6.41067,4.48387,
1027,9,21600,2.7696,313,120,279.972,100.064,45.3219,9.38018,3.58065,
102,7,21600,105.429,577,78,158.592,112.769,49.4745,0.900708,7.29032,
1028,0,21600,3.94819,243,120,237.549,96.7272,38.8646,2.71481,2.77419,
1028,1,21600,3.94819,243,120,237.549,88.3806,51.6275,3.43679,4.12903,
1028,2,21600,3.94819,243,120,237.549,87.8015,56.1152,2.40911,4.22581,
1028,3,21600,3.94819,243,120,237.549,98.0235,46.0187,1.46881,4.32258,
1028,4,21600,3.94819,243,120,237.549,93.1316,46.9152,2.83083,4.32258,
1028,5,21600,3.94819,243,120,237.549,92.3869,49.1095,1.4294,4.67742,
1028,6,21600,3.94819,243,120,237.549,93.8223,50.2058,7.53935,4.51613,
1028,7,21600.1,3.94819,243,120,237.549,92.7863,45.5486,3.59371,3.58065,
1028,8,21600.1,3.94819,243,120,237.549,97.9937,49.904,2.37862,4.70968,
1028,9,21600,3.94819,243,120,237.549,86.7623,56.3247,3.07224,3.90323,
102,8,21600,105.429,577,78,158.592,114.271,42.8958,0.550987,7.22581,
1029,0,21600,156.132,439,121,132.497,108.324,63.848,0.285537,7.54839,
1029,1,21600,156.132,439,121,132.497,109.566,61.7635,0.933401,8.16129,
1029,2,21600,156.132,439,121,132.497,109.076,59.6547,0.324382,8.6129,
1029,3,21600,156.132,439,121,132.497,109.968,60.5276,0.722851,9.03226,
1029,4,21600,156.132,439,121,132.497,106.814,68.1129,0.438192,8.6129,
1029,5,21600,156.132,439,121,132.497,109.713,53.3276,0.865414,7.77419,
1029,6,21600,156.132,439,121,132.497,109.112,64.0645,0.378774,8.48387,
1029,7,21600,156.132,439,121,132.497,108.989,60.6976,0.363593,8.64516,
1029,8,21600,156.132,439,121,132.497,106.059,73.4491,0.667951,8.3871,
1029,9,21600,156.132,439,121,132.497,109.705,55.2804,0.256033,8.58065,
102,9,21600,105.429,577,78,158.592,114.174,43.9795,0.292957,7.64516,
10,2,21600,0.598323,507,75,127.753,110.423,62.6062,0.0593113,14.9032,
1030,0,21600,0.186586,1451,121,384.372,114.618,54.85,4.90251,4.83871,
1030,1,21600,0.186586,1451,121,384.372,114.671,59.7466,1.78901,5.35484,
